#refs, #rels, #greens, #blacks, #reds, greens, blacks , reds 
0, 3, 0, 0, 0, 0, , , 
1, 3, 0, 0, 0, 0, , , 
2, 8, 3, 0, 3, 0, , 0, 0, 0, 
3, 6, 0, 0, 0, 0, , , 
4, 4, 0, 0, 0, 0, , , 
5, 13, 3, 1, 1, 1, 3, 0, 3
6, 9, 0, 0, 0, 0, , , 
7, 7, 3, 1, 2, 0, 5, 0, 0, 
8, 1, 0, 0, 0, 0, , , 
9, 6, 0, 0, 0, 0, , , 
10, 4, 0, 0, 0, 0, , , 
11, 3, 0, 0, 0, 0, , , 
12, 12, 4, 1, 2, 1, 1, 0, 0, 1
13, 2, 1, 1, 0, 0, 2, , 
14, 2, 1, 0, 1, 0, , 0, 
15, 3, 2, 0, 0, 2, , , 1, 3
16, 8, 0, 0, 0, 0, , , 
17, 4, 0, 0, 0, 0, , , 
18, 6, 2, 0, 2, 0, , 0, 0, 
19, 6, 2, 1, 1, 0, 2, 0, 
20, 6, 0, 0, 0, 0, , , 
21, 11, 0, 0, 0, 0, , , 
22, 3, 0, 0, 0, 0, , , 
23, 4, 0, 0, 0, 0, , , 
24, 0, 0, 0, 0, 0, , , 
25, 13, 2, 2, 0, 0, 2, 2, , 
26, 9, 1, 1, 0, 0, 6, , 
27, 5, 0, 0, 0, 0, , , 
28, 3, 0, 0, 0, 0, , , 
29, 2, 0, 0, 0, 0, , , 
30, 4, 1, 1, 0, 0, 5, , 
31, 4, 1, 1, 0, 0, 4, , 
32, 7, 1, 0, 1, 0, , 0, 
33, 15, 0, 0, 0, 0, , , 
34, 3, 0, 0, 0, 0, , , 
35, 12, 1, 0, 1, 0, , 0, 
36, 6, 1, 1, 0, 0, 5, , 
37, 8, 1, 0, 0, 1, , , 1
38, 19, 4, 1, 3, 0, 3, 0, 0, 0, 
39, 11, 3, 0, 3, 0, , 0, 0, 0, 
40, 9, 0, 0, 0, 0, , , 
41, 5, 0, 0, 0, 0, , , 
42, 13, 4, 3, 1, 0, 13, 9, 6, 0, 
43, 13, 4, 0, 2, 2, , 0, 0, 7, 2
44, 2, 0, 0, 0, 0, , , 
45, 8, 2, 0, 2, 0, , 0, 0, 
46, 1, 0, 0, 0, 0, , , 
47, 4, 0, 0, 0, 0, , , 
48, 5, 2, 1, 1, 0, 6, 0, 
49, 10, 3, 2, 1, 0, 9, 6, 0, 
50, 6, 2, 1, 0, 1, 2, , 3
51, 13, 3, 0, 3, 0, , 0, 0, 0, 
52, 7, 0, 0, 0, 0, , , 
53, 7, 1, 0, 1, 0, , 0, 
54, 10, 0, 0, 0, 0, , , 
55, 9, 1, 1, 0, 0, 2, , 
56, 4, 0, 0, 0, 0, , , 
57, 4, 2, 0, 0, 2, , , 1, 3
58, 11, 1, 1, 0, 0, 1, , 
59, 11, 1, 0, 0, 1, , , 2
60, 6, 1, 0, 1, 0, , 0, 
61, 5, 1, 0, 1, 0, , 0, 
62, 5, 0, 0, 0, 0, , , 
63, 8, 2, 1, 1, 0, 3, 0, 
64, 7, 1, 1, 0, 0, 1, , 
65, 11, 3, 1, 1, 1, 9, 0, 1
66, 12, 3, 1, 1, 1, 8, 0, 2
67, 3, 0, 0, 0, 0, , , 
68, 6, 0, 0, 0, 0, , , 
69, 31, 1, 1, 0, 0, 4, , 
70, 35, 9, 4, 4, 1, 4, 3, 5, 5, 0, 0, 0, 0, 3
71, 7, 1, 1, 0, 0, 1, , 
72, 2, 1, 0, 1, 0, , 0, 
73, 11, 0, 0, 0, 0, , , 
74, 4, 0, 0, 0, 0, , , 
75, 2, 0, 0, 0, 0, , , 
76, 7, 1, 0, 1, 0, , 0, 
77, 8, 1, 1, 0, 0, 1, , 
78, 1, 0, 0, 0, 0, , , 
79, 5, 1, 0, 1, 0, , 0, 
80, 5, 0, 0, 0, 0, , , 
81, 4, 0, 0, 0, 0, , , 
82, 8, 1, 0, 1, 0, , 0, 
83, 6, 0, 0, 0, 0, , , 
84, 6, 0, 0, 0, 0, , , 
85, 2, 0, 0, 0, 0, , , 
86, 3, 1, 0, 0, 1, , , 8
87, 5, 2, 0, 2, 0, , 0, 0, 
88, 2, 0, 0, 0, 0, , , 
89, 3, 1, 1, 0, 0, 3, , 
90, 16, 2, 1, 0, 1, 5, , 3
91, 3, 2, 0, 2, 0, , 0, 0, 
92, 20, 4, 2, 2, 0, 1, 7, 0, 0, 
93, 2, 0, 0, 0, 0, , , 
94, 22, 0, 0, 0, 0, , , 
95, 13, 1, 0, 0, 1, , , 7
96, 1, 0, 0, 0, 0, , , 
97, 6, 0, 0, 0, 0, , , 
98, 13, 0, 0, 0, 0, , , 
99, 0, 0, 0, 0, 0, , , 
100, 5, 1, 0, 1, 0, , 0, 
101, 2, 0, 0, 0, 0, , , 
102, 3, 0, 0, 0, 0, , , 
103, 0, 0, 0, 0, 0, , , 
104, 4, 0, 0, 0, 0, , , 
105, 9, 2, 0, 1, 1, , 0, 1
106, 7, 1, 1, 0, 0, 1, , 
107, 5, 0, 0, 0, 0, , , 
108, 6, 0, 0, 0, 0, , , 
109, 14, 2, 2, 0, 0, 6, 4, , 
110, 9, 0, 0, 0, 0, , , 
111, 4, 1, 0, 1, 0, , 0, 
112, 4, 1, 1, 0, 0, 1, , 
113, 8, 1, 0, 1, 0, , 0, 
114, 8, 4, 1, 1, 2, 5, 0, 1, 5
115, 12, 0, 0, 0, 0, , , 
116, 7, 2, 1, 1, 0, 1, 0, 
117, 1, 0, 0, 0, 0, , , 
118, 5, 1, 0, 1, 0, , 0, 
119, 7, 0, 0, 0, 0, , , 
120, 3, 0, 0, 0, 0, , , 
121, 6, 1, 0, 1, 0, , 0, 
122, 0, 0, 0, 0, 0, , , 
123, 13, 0, 0, 0, 0, , , 
124, 1, 0, 0, 0, 0, , , 
125, 8, 0, 0, 0, 0, , , 
126, 9, 2, 2, 0, 0, 2, 3, , 
127, 12, 0, 0, 0, 0, , , 
128, 11, 0, 0, 0, 0, , , 
129, 15, 2, 0, 0, 2, , , 1, 1
130, 1, 0, 0, 0, 0, , , 
131, 2, 0, 0, 0, 0, , , 
132, 6, 0, 0, 0, 0, , , 
133, 5, 2, 1, 1, 0, 3, 0, 
134, 7, 0, 0, 0, 0, , , 
135, 5, 1, 0, 1, 0, , 0, 
136, 2, 0, 0, 0, 0, , , 
137, 15, 0, 0, 0, 0, , , 
138, 5, 0, 0, 0, 0, , , 
139, 10, 1, 0, 1, 0, , 0, 
140, 5, 1, 1, 0, 0, 3, , 
141, 5, 1, 1, 0, 0, 1, , 
142, 2, 1, 0, 1, 0, , 0, 
143, 6, 0, 0, 0, 0, , , 
144, 4, 0, 0, 0, 0, , , 
145, 3, 1, 0, 0, 1, , , 3
146, 7, 1, 1, 0, 0, 1, , 
147, 5, 0, 0, 0, 0, , , 
148, 7, 2, 2, 0, 0, 2, 3, , 
149, 2, 1, 0, 1, 0, , 0, 
150, 10, 1, 0, 0, 1, , , 8
151, 6, 4, 4, 0, 0, 2, 2, 2, 2, , 
152, 7, 0, 0, 0, 0, , , 
153, 11, 1, 0, 1, 0, , 0, 
154, 13, 3, 1, 2, 0, 3, 0, 0, 
155, 9, 0, 0, 0, 0, , , 
156, 2, 1, 0, 1, 0, , 0, 
157, 3, 0, 0, 0, 0, , , 
158, 5, 1, 0, 1, 0, , 0, 
159, 2, 0, 0, 0, 0, , , 
160, 3, 2, 0, 0, 2, , , 3, 3
161, 4, 1, 1, 0, 0, 7, , 
162, 10, 1, 1, 0, 0, 7, , 
163, 5, 0, 0, 0, 0, , , 
164, 2, 0, 0, 0, 0, , , 
165, 2, 0, 0, 0, 0, , , 
166, 4, 0, 0, 0, 0, , , 
167, 5, 0, 0, 0, 0, , , 
168, 2, 0, 0, 0, 0, , , 
169, 16, 4, 0, 4, 0, , 0, 0, 0, 0, 
170, 3, 1, 0, 0, 1, , , 10
171, 9, 3, 0, 0, 3, , , 20, 3, 3
172, 6, 0, 0, 0, 0, , , 
173, 9, 1, 1, 0, 0, 2, , 
174, 11, 4, 0, 3, 1, , 0, 0, 0, 2
175, 14, 2, 1, 0, 1, 3, , 1
176, 2, 0, 0, 0, 0, , , 
177, 5, 0, 0, 0, 0, , , 
178, 11, 0, 0, 0, 0, , , 
179, 0, 0, 0, 0, 0, , , 
180, 14, 2, 0, 1, 1, , 0, 2
181, 8, 1, 0, 1, 0, , 0, 
182, 5, 1, 0, 0, 1, , , 2
183, 6, 1, 1, 0, 0, 1, , 
184, 1, 0, 0, 0, 0, , , 
185, 3, 0, 0, 0, 0, , , 
186, 2, 0, 0, 0, 0, , , 
187, 4, 1, 1, 0, 0, 3, , 
188, 11, 2, 1, 0, 1, 3, , 5
189, 7, 1, 1, 0, 0, 1, , 
190, 17, 6, 1, 2, 3, 1, 0, 0, 5, 3, 7
191, 22, 7, 1, 3, 3, 1, 0, 0, 0, 5, 3, 7
192, 3, 0, 0, 0, 0, , , 
193, 1, 0, 0, 0, 0, , , 
194, 5, 1, 1, 0, 0, 5, , 
195, 5, 1, 0, 0, 1, , , 5
196, 5, 1, 1, 0, 0, 1, , 
197, 4, 0, 0, 0, 0, , , 
198, 7, 1, 0, 1, 0, , 0, 
199, 5, 1, 0, 1, 0, , 0, 
200, 4, 1, 0, 1, 0, , 0, 
201, 3, 0, 0, 0, 0, , , 
202, 9, 0, 0, 0, 0, , , 
203, 7, 1, 0, 0, 1, , , 3
204, 1, 0, 0, 0, 0, , , 
205, 5, 1, 1, 0, 0, 8, , 
206, 8, 0, 0, 0, 0, , , 
207, 0, 0, 0, 0, 0, , , 
208, 5, 0, 0, 0, 0, , , 
209, 1, 0, 0, 0, 0, , , 
210, 3, 0, 0, 0, 0, , , 
211, 2, 0, 0, 0, 0, , , 
212, 2, 0, 0, 0, 0, , , 
213, 2, 1, 0, 1, 0, , 0, 
214, 1, 0, 0, 0, 0, , , 
215, 6, 1, 1, 0, 0, 9, , 
216, 4, 0, 0, 0, 0, , , 
217, 2, 0, 0, 0, 0, , , 
218, 7, 1, 0, 1, 0, , 0, 
219, 15, 3, 3, 0, 0, 6, 9, 5, , 
220, 7, 1, 0, 1, 0, , 0, 
221, 6, 1, 1, 0, 0, 10, , 
222, 3, 1, 1, 0, 0, 3, , 
223, 3, 0, 0, 0, 0, , , 
224, 1, 0, 0, 0, 0, , , 
225, 3, 1, 0, 1, 0, , 0, 
226, 5, 0, 0, 0, 0, , , 
227, 4, 2, 2, 0, 0, 1, 3, , 
228, 2, 0, 0, 0, 0, , , 
229, 7, 0, 0, 0, 0, , , 
230, 5, 0, 0, 0, 0, , , 
231, 9, 0, 0, 0, 0, , , 
232, 6, 1, 0, 1, 0, , 0, 
233, 1, 0, 0, 0, 0, , , 
234, 7, 2, 1, 1, 0, 1, 0, 
235, 4, 2, 0, 0, 2, , , 12, 1
236, 4, 1, 0, 0, 1, , , 5
237, 17, 0, 0, 0, 0, , , 
238, 5, 1, 0, 1, 0, , 0, 
239, 4, 0, 0, 0, 0, , , 
240, 6, 0, 0, 0, 0, , , 
241, 12, 3, 1, 2, 0, 1, 0, 0, 
242, 4, 0, 0, 0, 0, , , 
243, 8, 1, 0, 1, 0, , 0, 
244, 5, 0, 0, 0, 0, , , 
245, 10, 1, 0, 1, 0, , 0, 
246, 8, 1, 0, 1, 0, , 0, 
247, 9, 0, 0, 0, 0, , , 
248, 3, 1, 0, 1, 0, , 0, 
249, 4, 1, 0, 0, 1, , , 1
250, 5, 0, 0, 0, 0, , , 
251, 3, 0, 0, 0, 0, , , 
252, 6, 2, 2, 0, 0, 1, 4, , 
253, 3, 0, 0, 0, 0, , , 
254, 14, 1, 0, 0, 1, , , 8
255, 8, 1, 0, 1, 0, , 0, 
256, 2, 0, 0, 0, 0, , , 
257, 4, 0, 0, 0, 0, , , 
258, 8, 1, 0, 0, 1, , , 2
259, 1, 0, 0, 0, 0, , , 
260, 1, 0, 0, 0, 0, , , 
261, 1, 0, 0, 0, 0, , , 
262, 1, 0, 0, 0, 0, , , 
263, 38, 7, 2, 1, 4, 1, 3, 0, 4, 3, 1, 3
264, 8, 0, 0, 0, 0, , , 
265, 5, 0, 0, 0, 0, , , 
266, 7, 0, 0, 0, 0, , , 
267, 5, 1, 1, 0, 0, 3, , 
268, 3, 0, 0, 0, 0, , , 
269, 15, 1, 0, 1, 0, , 0, 
270, 3, 1, 0, 1, 0, , 0, 
271, 12, 0, 0, 0, 0, , , 
272, 4, 0, 0, 0, 0, , , 
273, 5, 0, 0, 0, 0, , , 
274, 2, 0, 0, 0, 0, , , 
275, 1, 0, 0, 0, 0, , , 
276, 7, 1, 0, 1, 0, , 0, 
277, 6, 1, 0, 1, 0, , 0, 
278, 6, 1, 1, 0, 0, 3, , 
279, 4, 0, 0, 0, 0, , , 
280, 2, 0, 0, 0, 0, , , 
281, 3, 0, 0, 0, 0, , , 
282, 2, 0, 0, 0, 0, , , 
283, 3, 0, 0, 0, 0, , , 
284, 3, 0, 0, 0, 0, , , 
285, 3, 0, 0, 0, 0, , , 
286, 5, 0, 0, 0, 0, , , 
287, 5, 3, 1, 1, 1, 3, 0, 2
288, 3, 1, 1, 0, 0, 2, , 
289, 4, 1, 1, 0, 0, 2, , 
290, 4, 2, 0, 2, 0, , 0, 0, 
291, 4, 0, 0, 0, 0, , , 
292, 6, 1, 1, 0, 0, 9, , 
293, 1, 0, 0, 0, 0, , , 
294, 10, 0, 0, 0, 0, , , 
295, 2, 0, 0, 0, 0, , , 
296, 7, 2, 2, 0, 0, 4, 6, , 
297, 8, 1, 1, 0, 0, 2, , 
298, 5, 2, 1, 1, 0, 16, 0, 
299, 6, 2, 1, 1, 0, 4, 0, 
300, 4, 0, 0, 0, 0, , , 
301, 4, 0, 0, 0, 0, , , 
302, 2, 0, 0, 0, 0, , , 
303, 1, 0, 0, 0, 0, , , 
304, 4, 0, 0, 0, 0, , , 
305, 7, 0, 0, 0, 0, , , 
306, 4, 0, 0, 0, 0, , , 
307, 3, 0, 0, 0, 0, , , 
308, 7, 0, 0, 0, 0, , , 
309, 2, 0, 0, 0, 0, , , 
310, 2, 0, 0, 0, 0, , , 
311, 7, 0, 0, 0, 0, , , 
312, 2, 0, 0, 0, 0, , , 
313, 2, 0, 0, 0, 0, , , 
314, 2, 0, 0, 0, 0, , , 
315, 2, 0, 0, 0, 0, , , 
316, 2, 0, 0, 0, 0, , , 
317, 3, 1, 1, 0, 0, 4, , 
